1360	1050
1360	1050
1360	1050
1360	1050
1360	1050
1360	1050
1360	1050
1356	1049
1346	1049
1336	1049
1326	1049
1317	1049
1307	1049
1296	1049
1287	1049
1277	1049
1268	1049
1261	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1049
1260	1050
1259	1052
1258	1057
1255	1065
1252	1072
1249	1080
1247	1086
1244	1094
1243	1099
1240	1106
1237	1116
1233	1125
1230	1135
1224	1151
1220	1161
1217	1170
1215	1177
1212	1188
1208	1196
1205	1205
1200	1217
1196	1230
1192	1240
1190	1245
1188	1253
1184	1264
1181	1272
1177	1281
1175	1289
1171	1300
1168	1307
1164	1320
1161	1329
1157	1339
1154	1348
1150	1359
1146	1369
1143	1380
1140	1387
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1139	1388
1128	1392
1116	1395
1096	1402
1079	1407
1066	1411
1058	1413
1048	1417
995	1435
978	1441
950	1446
927	1453
895	1463
877	1468
856	1477
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
833	1482
809	1482
769	1482
728	1482
709	1482
664	1482
531	1482
506	1482
481	1482
410	1482
369	1482
326	1482
317	1482
280	1482
238	1482
207	1482
108	1482
101	1482
58	1482
41	1482
20	1482
0	1482
-19	1482
-34	1482
-50	1482
-77	1482
-130	1482
-145	1482
-170	1482
-187	1482
-202	1482
-221	1482
-261	1482
-273	1482
-293	1482
-308	1482
-355	1482
-389	1482
-417	1482
-437	1482
-482	1482
-503	1482
-532	1482
-564	1482
-590	1482
-649	1482
-714	1482
-757	1482
-826	1482
-828	1482
-830	1482
-831	1482
-831	1482
-830	1482
-830	1482
-830	1482
-830	1482
-830	1482
-830	1482
-829	1482
-830	1482
-829	1482
-829	1482
-831	1481
-889	1462
-896	1460
-909	1450
-939	1446
-953	1441
-1008	1419
-1062	1406
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1387
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1122	1386
-1115	1384
-1090	1374
-1047	1346
-982	1335
-974	1333
-971	1332
-970	1332
-970	1332
-970	1332
-974	1333
-971	1332
-969	1331
-969	1331
-969	1331
-969	1331
-970	1331
-970	1331
-970	1331
-970	1331
-970	1331
-970	1332
-970	1332
-970	1332
-970	1332
-970	1331
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1332
-970	1329
-970	1314
-970	1280
-970	1265
-970	1242
-969	1226
-969	1195
-969	1169
-969	1125
-969	1086
-969	1067
-969	1046
-969	1027
-968	1015
-968	993
-968	978
-968	951
-968	925
-968	913
-968	874
-968	850
-968	830
-967	793
-967	785
-967	748
-967	734
-967	725
-967	661
-967	647
-966	580
-966	581
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-966	580
-912	559
-896	552
-880	546
-853	535
-837	528
-761	498
-747	492
-733	487
-714	479
-686	468
-655	455
-635	447
-625	444
-608	437
-572	422
-563	419
-551	414
-544	411
-525	403
-508	395
-449	373
-434	367
-427	364
-417	360
-411	357
-393	350
-354	335
-348	332
-330	325
-305	315
-294	311
-270	301
-228	285
-216	280
-170	264
-161	261
-159	260
-159	260
-159	260
-159	260
-159	260
-159	260
-159	260
-159	260
-159	260
-159	260
