137604.8;-4438154.3;-4575759.1
2824.38;341.02;-2483.36
-1105.34;591.600000001;1696.94
-974.1;-3387.42;-2413.32
3264.68;923.100000001;-2341.58
-888.76;753.44;1642.2
-906.44;-3308.2;-2401.76
-875.5;795.94;1671.44
-851.36;769.76;1621.12
3234.42;738.819999999;-2495.6
-892.16;750.72;1642.88
-933.64;728.62;1662.26
3106.92;636.140000001;-2470.78
-985.319999999;648.380000001;1633.7
-985.32;-3441.14;-2455.82
-979.199999999;640.9;1620.1
-1003.0;617.1;1620.1
3087.54;599.42;-2488.12
-964.239999999;622.54;1586.78
-965.94;609.62;1575.56
3147.04;640.220000001;-2506.82
-927.52;665.04;1592.56
-907.800000001;-3437.4;-2529.6
-879.58;661.98;1541.56
-868.36;689.86;1558.22
3232.38;688.16;-2544.22
-841.84;691.899999999;1533.74
-823.48;687.819999999;1511.3
3269.1;707.2;-2561.9
-806.14;723.86;1530.0
-797.64;-3349.68;-2552.04
-805.8;727.260000001;1533.06
-791.18;731.0;1522.18
3305.14;768.06;-2537.08
-775.54;762.28;1537.82
-772.82;773.5;1546.32
3311.26;780.98;-2530.28
-757.180000001;807.84;1565.02
-753.44;-3272.5;-2519.06
-753.78;814.64;1568.42
-750.72;817.02;1567.74
-748.68;-3270.8;-2522.12
-751.06;813.96;1565.02
-754.12;809.54;1563.66
3324.86;803.42;-2521.44
-753.1;810.22;1563.32
-740.18;-3256.18;-2516.0
-729.3;833.34;1562.64
-728.28;831.3;1559.58
-732.7;-3254.82;-2522.12
-727.260000001;839.12;1566.38
-715.02;848.3;1563.32
3371.78;850.680000001;-2521.1
-717.060000001;848.3;1565.36
-725.560000001;-3237.14;-2511.58
-726.58;846.939999999;1573.52
-722.84;852.04;1574.88
-722.16;-3220.14;-2497.98
-719.44;872.439999999;1591.88
-718.08;874.82;1592.9
3359.88;876.86;-2483.02
-723.52;872.100000001;1595.62
-719.78;-3207.22;-2487.44
-720.459999999;876.859999999;1597.32
-718.76;880.6;1599.36
-715.02;-3194.64;-2479.62
-710.26;901.340000002;1611.6
-709.58;910.520000001;1620.1
3370.42;919.359999999;-2451.06
-721.479999999;923.100000001;1644.58
-716.379999999;-3148.4;-2432.02
-709.58;938.4;1647.98
-705.84;943.84;1649.68
-694.960000001;-3130.04;-2435.08
-694.959999999;954.380000001;1649.34
-693.26;951.32;1644.58
3383.68;951.32;-2432.36
-694.959999999;965.260000002;1660.22
-692.24;-3106.92;-2414.68
-693.26;977.5;1670.76
-691.559999999;986.0;1677.56
-691.9;-3086.86;-2394.96
-690.539999999;-3087.54;-2397.0
-697.34;983.620000001;1680.96
-693.939999999;979.199999999;1673.14
3385.04;976.82;-2408.22
-696.66;980.899999999;1677.56
-695.640000001;-3090.94;-2395.3
-691.219999999;993.140000001;1684.36
-696.319999998;998.58;1694.9
-698.359999999;-3092.98;-2394.62
-698.359999999;987.02;1685.38
-698.699999999;997.220000001;1695.92
3384.7;996.199999999;-2388.5
-699.380000001;992.460000001;1691.84
-700.74;-3098.08;-2397.34
-694.959999999;985.66;1680.62
-694.960000001;981.239999998;1676.2
-685.100000001;-3073.94;-2388.84
-676.940000001;990.08;1667.02
-667.42;1000.62;1668.04
3414.96;987.02;-2427.94
-669.800000001;983.619999999;1653.42
-666.059999999;-3101.82;-2435.76
-671.16;971.040000001;1642.2
-669.459999999;973.42;1642.88
-668.439999999;-3103.52;-2435.08
-660.279999999;975.120000001;1635.4
-645.66;980.9;1626.56
3435.36;984.639999999;-2450.72
-641.24;991.1;1632.34
-628.66;-3075.64;-2446.98
-617.439999999;1013.54;1630.98
-606.220000001;1010.82;1617.04
-589.560000001;-3061.7;-2472.14
-589.220000001;1046.86;1636.08
-598.059999999;1036.66;1634.72
3482.62;1054.0;-2428.62
-608.939999999;1094.46;1703.4
-615.059999999;-3009.34;-2394.28
-611.66;1091.4;1703.06
-606.559999999;1093.1;1699.66
-605.540000001;-2987.24;-2381.7
-615.4;1067.6;1683.0
-634.440000001;1030.88;1665.32
3447.94;1063.86;-2384.08
-636.48;1057.74;1694.22
-635.460000001;-3023.96;-2388.5
-622.539999999;1066.58;1689.12
-612.0;1073.04;1685.04
-610.979999999;-3005.26;-2394.28
-623.9;1047.88;1671.78
-601.119999999;1059.44;1660.56
3485.34;1062.16;-2423.18
-623.560000001;1040.06;1663.62
-648.039999999;-3055.24;-2407.2
3427.88;1033.94;-2393.94
-647.699999999;1015.24;1662.94
-663.68;-3078.02;-2414.34
-676.26;997.9;1674.16
-692.24;971.040000001;1663.28
3373.48;965.6;-2407.88
-735.42;939.42;1674.84
-728.620000001;-3151.8;-2423.18
3363.62;906.780000001;-2456.84
-712.300000001;923.1;1635.4
-715.02;-3203.48;-2488.46
-720.460000001;854.08;1574.54
-707.880000001;866.66;1574.54
3341.18;848.98;-2492.2
-733.039999999;862.92;1595.96
-733.719999999;862.24;1595.96
3304.8;829.940000001;-2474.86
-789.82;815.319999998;1605.14
-834.020000001;-3308.54;-2474.52
-946.220000001;738.140000001;1684.36
-945.879999999;719.440000001;1665.32
3266.04;816.68;-2449.36
-866.32;822.459999999;1688.78
-878.560000001;815.32;1693.88
3220.14;782.34;-2437.8
-838.439999999;823.82;1662.26
-756.16;-3310.92;-2554.76
-638.52;800.359999999;1438.88
-678.299999999;779.280000001;1457.58
-850.68;757.18;1607.86
3032.12;879.58;-2152.54
-1176.74;902.02;2078.76
-938.4;-3222.18;-2283.78
3151.12;843.539999999;-2307.58
-575.279999999;831.640000001;1406.92
-632.060000001;-3228.98;-2596.92
-94.1800000016;980.219999999;1074.4
-47.5999999996;988.040000001;1035.64
3774.34;926.5;-2847.84
-608.26;921.74;1530.0
-212.5;756.840000002;969.340000002
786.42;709.92;-76.5
-1191.36;828.92;2020.28
-672.180000002;-3230.34;-2558.16
-1198.16;784.039999999;1982.2
-796.280000001;789.140000001;1585.42
2982.82;625.6;-2357.22
-1081.2;794.58;1875.78
-1211.42;788.459999999;1999.88
-331.84;657.9;989.74
-630.699999999;800.700000001;1431.4
-492.32;-3382.32;-2890.0
-77.5199999996;652.799999999;730.319999998
1060.46;611.32;-449.140000001
2535.38;683.74;-1851.64
-1398.76;612.0;2010.76
-1482.4;481.439999999;1963.84
2635.34;496.060000001;-2139.28
-1251.54;479.059999999;1730.6
