2902.6,38.556,-2918.8
2970.2,24.832,-2836.2
2881.8,43.63,-2828.5
2908.9,11.188,-2874.6
2878.7,83.534,-2838.2
2847.4,-36.865,-2891.9
2900.1,29.363,-2895.1
2925.8,-7.4848,-2829.5
2913.4,103.16,-2785.8
2838.2,27.462,-2811.2
2739.9,13.555,-2813.7
2861,10.128,-2845.6
2861.8,78.395,-2715.9
2600.6,49.343,-2819.7
2857.9,29.332,-2725.6
2760.8,99.699,-2700.9
2700.2,53.682,-2681
2734.9,30.039,-2682.4
2780.2,6.8672,-2594.9
2752.4,-84.774,-2778.3
2754.3,109,-2706.3
2632.2,41.315,-2672.9
2809.5,55.117,-2667.9
2750.5,23.997,-2632.5
2739.1,52.881,-2630.6
2745.7,-57.008,-2728
2673.5,9.7378,-2733.6
2603.3,-50.366,-2642.2
2694.2,69.187,-2645
2716.2,39.698,-2691
2619.2,-4.4037,-2623.5
2646.1,-23.851,-2774.9
2695.8,72.516,-2679.1
2730.3,6.1674,-2667.3
2791.4,29.275,-2640.7
2657.6,5.8721,-2704.4
2673.8,40.543,-2665
2689.6,84.694,-2653.4
2620.7,-10.549,-2683.3
2747,18,-2678.8
2625.6,-26.208,-2575.9
2677.7,6.8619,-2699
2717,46.125,-2730.3
2732.1,119.86,-2604.9
2787.6,51.556,-2642.2
2694.4,56.429,-2693.5
2679.8,37.817,-2636.2
2752.6,-7.8891,-2585.8
2644.8,50.188,-2714
2720.7,76.817,-2614.7
2682.5,93.532,-2564
2725.6,130.31,-2649
2753.1,57.887,-2690.9
2719.8,21.411,-2755.7
2712.5,-9.816,-2700.3
2684.4,109.72,-2697.6
2819.8,88.137,-2702.9
2719.3,11.728,-2711.1
2681,-30.43,-2620.2
2657.5,-16.99,-2665.4
2641,82.82,-2713.4
2697.4,-9.9593,-2716.6
2678.2,-2.0418,-2740.2
2629.4,-31.605,-2690.4
2685.5,-1.1072,-2706.8
2716.2,-35.561,-2642.9
2798.5,7.7616,-2737.7
2682.5,58.378,-2615.9
2639.9,35.032,-2673.8
2620,82.838,-2562.2
2773.3,100.61,-2661.5
2612.7,102.18,-2605.3
2736,60.141,-2607.7
2729.1,98.105,-2605.8
2731.8,89.974,-2544.9
2640.4,134.49,-2555.7
2702.7,79.456,-2529.9
2638.9,29.961,-2563.5
2635.4,113.47,-2509.9
2602.8,89.994,-2523.1
2637.5,200.62,-2464.7
2591.5,120.34,-2470.4
2577.8,169.4,-2472.5
2628.5,213.13,-2360.1
2658.7,223.2,-2337.8
2595.9,178.5,-2389.7
2483.6,187.85,-2307.8
2555.8,247.83,-2413.9
2504.3,208.91,-2384.2
2514.4,115.92,-2269
2488.2,270.26,-2404.2
2580.6,246.46,-2340.6
2546,334,-2261.9
2591.5,251.16,-2329
2567.5,186.78,-2246
2443.5,315.61,-2343.4
2496.6,265.88,-2180.5
2520.3,310.52,-2296.8
2428.5,233.34,-2205.7
2522,316.27,-2157.6
2436.1,267.17,-2178.7
2410.8,206.69,-2228.3
2534.2,309.76,-2098.2
2487,250.62,-2153
2612.3,225.81,-2248.2
2445.4,328.12,-2129.3
2502.7,362.05,-2213.3
2438.5,259.88,-2138.3
2469.5,261.53,-2154.2
2467.3,298.18,-2182.8
2472.5,319.23,-2140.8
2429.8,262.32,-2132.4
2475.4,301.66,-2135.8
2540.4,271.1,-2191.2
2484.4,231.44,-2170.8
2464.7,253.72,-2200
2454.3,254.1,-2186.5
2511.1,192.58,-2181.2
2525.3,235.31,-2181.9
2346.7,290.9,-2177.4
2422.9,173.11,-2057.2
2359.3,256.99,-2161.1
2434.8,264.42,-2155.4
2474.5,273.5,-2132.2
2416.2,286.47,-2190.7
2446.7,322.91,-2229
2520.5,197.74,-2208.2
2489,391.79,-2097.1
2501.8,203.25,-2171.2
2445.9,190.84,-2137.8
2434,245.83,-2244.5
2454.5,322.34,-2232.2
2362.8,280.17,-2161.6
2540.6,245.59,-2143.7
2450.7,272.31,-2177.9
2475.5,365.14,-2117
2415.1,250.67,-2243.5
2384.5,319.89,-2161.9
2448.7,235.97,-2221.1
2342.4,238.42,-2069.7
2386.8,287.95,-2021.7
2301.1,234.32,-1952.4
2328.8,333.92,-1923.7
2326.5,343.11,-1996.5
2279.4,346,-1838
2217,278.43,-1815
2036.4,346.44,-1795.1
2072.2,427.9,-1670.9
1993.6,288.42,-1664.1
2059.1,320.12,-1721.6
2010.7,258.31,-1595.7
1907,326.97,-1555.8
1995,363.3,-1606.4
2008.2,365.25,-1534.9
1970.6,348.51,-1631.2
1880.4,414.49,-1574.6
2040.5,391.53,-1536
2032.8,366.72,-1525.5
1939.6,363.83,-1587.3
1969.9,424.95,-1545.6
1943.5,376.94,-1552
1959.8,354.67,-1558.3
1931.7,380.32,-1535.7
2012.4,298.51,-1583.5
1961.6,396.86,-1640.7
1873.5,297.34,-1613.7
1899.9,372.34,-1559.6
1848.8,334.18,-1613.2
1962.7,306.06,-1613.9
1884.2,438.23,-1551.1
1936.9,423.22,-1600.7
1958.8,433.86,-1606.4
1878.7,378.69,-1466.6
1780.2,407.94,-1350.5
1760.3,283.4,-1368.9
1762.4,391.41,-1209.6
1453.4,438.94,-1006.2
1334.9,450.26,-1009.5
1385.4,413.82,-909.73
1178.7,408.05,-644.88
1131.3,498.28,-762.41
1086.8,494.45,-588.33
1074,504.52,-549.09
1014,512.47,-465.47
866.19,473.72,-475.59
863.19,487.66,-339.13
650.65,435.38,-130.02
681.52,502.69,-274
649.64,503.24,-107.22
584.58,590.36,-110.81
486.78,452.63,-142.14
484.83,474.22,-24.83
483.32,523.95,13.772
464.86,587.85,39.997
439.42,514.05,85.542
391.26,524.51,182.33
304.14,553.82,254.72
232.61,641.29,244.17
342.04,535.23,275.56
183,540.34,261.38
282.93,492.76,400.86
235.55,587.31,425.62
168.88,596.56,485.87
108.72,517.7,436.64
16.806,581.84,423.55
-59.02,565.09,508.98
-75.337,599.11,720.66
-43.558,604.61,699.12
-134.79,595.45,844.42
-146.39,606.64,813.57
-275.63,669.22,885.84
-210.22,632.43,1068
-318.05,682.24,1027
-379.8,686.43,1004.1
-527.61,677.84,1098.6
-461.9,688.14,1210.8
-643.04,740.33,1407.6
-655.55,695.17,1380.1
-746.69,774.04,1466.7
-798.36,708.51,1434.2
-704.33,682.66,1549.3
-721.11,811.64,1533.2
-732.33,736.78,1510.1
-849.59,697.56,1563.1
-704.44,742.84,1501.9
-669.78,769.99,1559.3
-806.64,880.53,1557.9
-754.41,796.03,1629.7
-772.92,698.77,1505
-750.61,777.92,1507.1
-756.22,779.13,1511.4
-718.57,768.86,1608.3
-691.01,712.17,1581.9
-803.96,746.56,1576.4
-792.22,798.12,1703.7
-891.8,813.59,1699.2
-910.23,709.82,1661.5
-913.38,774.37,1636.7
-961.78,735.37,1642.4
-1078.9,826.91,1797
-1190.7,767.53,1892.3
-1213,622.67,2041.3
-1242,636.88,1991.9
-1209.2,713.18,1908.2
-1156.9,706.73,1933.4
-1230.3,710.26,1927.8
-1239.1,790.05,1877.6
-1190.6,741.07,2039.6
-1145,759.98,1961
-1176.6,728.74,1905.1
-1188.6,742.95,1919.4
-1264.1,714.74,1905.9
-1239,753.84,1985
-1259.1,714.16,1932.3
-1225,623.57,2005.3
-1248.8,757.04,1929.3
-1190.8,695.78,1965.6
-1280.7,731.62,1915.4
-1245.1,657.71,1958.4
-1121.9,721.28,1931.3
-1153.6,652.17,1913
-1111.6,633.8,1978
-1227.3,704.15,1981.4
-1279.7,753.06,1925.3
-1212.7,756.55,1933.4
-1214.8,649.17,1888.2
-1208.4,626.93,1970.2
-1215.4,753.39,1853.4
-1309.8,735.55,1859.7
-1233.7,652.76,1946.2
-1225.9,733.9,1994.3
-1195.8,780.04,1923.4
-1177.9,693.64,1996.8
-1212.6,710.77,1936.3
-1289.3,701.66,1947.9
-1185.7,739.58,1942.2
-1260.2,706.99,1930.6
-1287.5,750.22,1928
-1275.6,735.42,2029.9
-1280.2,666.8,1939.6
-1231.4,615.16,1899.1
-1197.7,727.95,1960.4
-1212,751.17,1859.9
-1211.8,627.59,1903.7
-1150,728.72,1926.5
-1201.6,762.85,1919.4
-1143.9,765.4,1875.9
-1179.7,719.37,1973.9
-1250.1,782.63,1943.8
-1285.4,718.52,1867.3
-1190.1,740.84,1905.7
-1213,785.06,2029.1
-1237.9,711.08,1821.6
-1256.8,745.77,1920.7
-1098.8,791.6,1923.7
-1220.2,800.92,1820.5
-1258.8,766.01,1985.9
-1222.2,603.15,1923.1
-1153,792.81,1981.2
-1252.9,749.77,1962.3
-1316.8,690.96,1878.9
