2893.4,30.626,-2862.9
2893.1,29.285,-2852.2
2904.3,38.262,-2860.9
2887.3,30.273,-2873.3
2896.7,34.659,-2862.5
2901.9,26.486,-2853.7
2903,33.217,-2880.1
2882.8,37.613,-2863.8
2892.6,21.97,-2856.6
2872.6,45.136,-2839.1
2862,20.645,-2834.7
2849.5,35.691,-2810.2
2801.6,50.41,-2773.7
2811,31.514,-2773.6
2776.4,34.795,-2767.5
2769.2,45.142,-2745.3
2722.5,35.132,-2720.9
2732.2,32.857,-2695.4
2724,30.056,-2700.5
2706.2,36.431,-2648
2706.9,34.174,-2662.8
2700.4,44.545,-2673.7
2700.3,34.547,-2676
2708.5,37.247,-2670.4
2714.6,26.211,-2672.6
2712.2,32.489,-2674.8
2709.8,49.661,-2676.6
2713.5,22.089,-2684.8
2716.5,36.416,-2664.9
2709.3,28.879,-2670.5
2720.1,39.68,-2668
2717.5,46.013,-2676.6
2706.1,29.202,-2654.9
2697.6,27.353,-2672.9
2713.3,46.722,-2681.9
2705.1,47.089,-2667.9
2710.6,24.177,-2672.4
2715.9,39.561,-2678.9
2716.2,37.574,-2676.7
2699.4,49.28,-2678.2
2695.7,17.573,-2684.7
2706.5,35.87,-2689.7
2713,17.748,-2669.6
2688.9,43.226,-2673.7
2692.8,30.3,-2667.9
2719.1,26.098,-2674.1
2709.1,37.696,-2675.5
2711.5,37.182,-2677.5
2718.1,11.789,-2678.9
2708.1,32.966,-2670.6
2725.6,45.517,-2654.2
2700,27.053,-2671.1
2686.6,30.753,-2703.5
2701.7,31.288,-2669.8
2712.3,27.867,-2661.2
2712.6,23.449,-2681.5
2703.1,43.65,-2680.8
2723.1,23.466,-2682.2
2715.6,46.975,-2676.7
2711.3,50.762,-2654
2697.8,35.546,-2676.1
2720.4,44.074,-2688.2
2707.7,30.598,-2676.4
2704,20.542,-2678.4
2707.6,31.232,-2670.1
2721,25.44,-2671.1
2723.1,39.336,-2684
2696.8,28.336,-2660.3
2705.3,14.833,-2689.3
2698.8,31.713,-2669.5
2731.2,42.379,-2678.2
2701.6,38.412,-2650.2
2704.3,33.152,-2641.5
2702.1,49.835,-2657.1
